No;Periode;Akses;aging;Customer_type;subscribe;order;Tagihan
1384;202008;1500462;274;MEDIS;190;12;2035900
1540;202009;1500462;56;MEDIS;190;12;2027800
1734;202010;1500462;44;MEDIS;190;12;2061800
2051;202011;1500462;39;MEDIS;190;12;2034700
2355;202012;1500462;45;MEDIS;190;12;2042200
1862;201905;1500464;8;Bank & Finance;190;4;2011200
1863;201906;1500464;12;Bank & Finance;190;4;2045900
1864;201907;1500464;25;Bank & Finance;190;4;2026300
1865;201908;1500464;21;Bank & Finance;190;4;838877
102;202001;1500481;14;Bank & Finance;1979;12;2387200
279;202002;1500481;87;Bank & Finance;1979;12;2372000
455;202003;1500481;22;Bank & Finance;190;12;2370300
626;202004;1500481;38;Bank & Finance;190;12;2334700
794;202005;1500481;8;Bank & Finance;190;12;2316400
986;202006;1500481;2;Bank & Finance;190;12;2312900
1186;202007;1500481;16;Bank & Finance;190;12;2404000
1385;202008;1500481;128;Bank & Finance;190;12;2342900
1541;202009;1500481;56;Bank & Finance;190;12;2239800
1735;202010;1500481;47;Bank & Finance;190;12;2278700
2052;202011;1500481;41;Bank & Finance;190;12;2329000
2356;202012;1500481;3;Bank & Finance;190;12;2255400
1866;201906;1500485;1;Bank & Finance;190;3;2636667
1867;201907;1500485;35;Bank & Finance;190;3;2825000
1868;201908;1500485;36;Bank & Finance;190;3;2844500
1869;201906;1500486;35;Bank & Finance;190;3;2636667
1870;201907;1500486;31;Bank & Finance;190;3;2825000
1871;201908;1500486;25;Bank & Finance;190;3;2861400
103;202001;1500494;7;Bank & Finance;1561;12;11982100
280;202002;1500494;92;Bank & Finance;1561;12;14628500
456;202003;1500494;18;Bank & Finance;190;12;18557300
627;202004;1500494;81;Bank & Finance;190;12;12393800
795;202005;1500494;19;Bank & Finance;190;12;8935200
987;202006;1500494;39;Bank & Finance;190;12;8135900
1187;202007;1500494;26;Bank & Finance;190;12;15287400
1386;202008;1500494;38;Bank & Finance;190;12;12616600
1542;202009;1500494;49;Bank & Finance;190;12;9016000
1736;202010;1500494;47;Bank & Finance;190;12;12142000
2053;202011;1500494;13;Bank & Finance;190;12;9404900
2357;202012;1500494;12;Bank & Finance;190;12;9904300
1879;201909;1500498;12;Bank & Finance;190;1;2169387
104;202001;1500501;1;Bank & Finance;1460;12;17000000
281;202002;1500501;24;Bank & Finance;1460;12;17000000
457;202003;1500501;29;Bank & Finance;190;12;17000000
628;202004;1500501;51;Bank & Finance;190;12;17000000
796;202005;1500501;58;Bank & Finance;190;12;17000000
988;202006;1500501;34;Bank & Finance;190;12;17000000
1188;202007;1500501;31;Bank & Finance;190;12;17000000
1387;202008;1500501;134;Bank & Finance;190;12;17000000
1543;202009;1500501;14;Bank & Finance;190;12;17000000
1737;202010;1500501;47;Bank & Finance;190;12;17000000
2054;202011;1500501;109;Bank & Finance;190;12;17000000
2358;202012;1500501;85;Bank & Finance;190;12;17000000
1880;201905;1500504;109;Bank & Finance;190;1;7000000
105;202001;1500513;23;RETAIL;1841;12;2000000
282;202002;1500513;50;RETAIL;1841;12;2000000
458;202003;1500513;8;RETAIL;190;12;2000000
629;202004;1500513;81;RETAIL;190;12;2000000
797;202005;1500513;39;RETAIL;190;12;2000000
989;202006;1500513;11;RETAIL;190;12;2000000
1189;202007;1500513;32;RETAIL;190;12;2000000
1388;202008;1500513;208;RETAIL;190;12;2000000
1544;202009;1500513;8;RETAIL;190;12;2000000
1738;202010;1500513;47;RETAIL;190;12;2000000
2055;202011;1500513;169;RETAIL;190;12;2000000
2359;202012;1500513;85;RETAIL;190;12;2000000
106;202001;1500522;169;MEDIS;1850;13;3500000
283;202002;1500522;30;MEDIS;1850;13;3500000
459;202003;1500522;30;MEDIS;190;13;3500000
630;202004;1500522;1;MEDIS;190;13;3500000
798;202005;1500522;34;MEDIS;190;13;3500000
990;202006;1500522;11;MEDIS;190;13;3500000
1190;202007;1500522;85;MEDIS;190;13;3500000
1292;201901;1500522;2;MEDIS;190;13;3500000
1389;202008;1500522;150;MEDIS;190;13;3500000
1545;202009;1500522;16;MEDIS;190;13;3500000
1739;202010;1500522;44;MEDIS;190;13;3500000
2056;202011;1500522;228;MEDIS;190;13;3500000
2360;202012;1500522;63;MEDIS;190;13;3500000
107;202001;1500525;5;Bank & Finance;1460;12;17000000
284;202002;1500525;39;Bank & Finance;1460;12;17000000
460;202003;1500525;1;Bank & Finance;190;12;17000000
631;202004;1500525;1;Bank & Finance;190;12;17000000
799;202005;1500525;33;Bank & Finance;190;12;17000000
991;202006;1500525;14;Bank & Finance;190;12;17000000
1191;202007;1500525;56;Bank & Finance;190;12;17000000
1390;202008;1500525;231;Bank & Finance;190;12;17000000
1546;202009;1500525;50;Bank & Finance;190;12;17000000
1740;202010;1500525;44;Bank & Finance;190;12;17000000
2057;202011;1500525;104;Bank & Finance;190;12;17000000
2361;202012;1500525;63;Bank & Finance;190;12;51596065
108;202001;1500526;1;Bank & Finance;1569;12;3500000
285;202002;1500526;30;Bank & Finance;1569;12;3500000
461;202003;1500526;65;Bank & Finance;190;12;3500000
632;202004;1500526;1;Bank & Finance;190;12;3500000
800;202005;1500526;34;Bank & Finance;190;12;3500000
992;202006;1500526;14;Bank & Finance;190;12;3500000
1192;202007;1500526;10;Bank & Finance;190;12;3500000
1391;202008;1500526;161;Bank & Finance;190;12;3500000
1547;202009;1500526;49;Bank & Finance;190;12;3500000
1741;202010;1500526;44;Bank & Finance;190;12;3500000
2058;202011;1500526;54;Bank & Finance;190;12;3500000
2362;202012;1500526;63;Bank & Finance;190;12;3500000
1881;201902;1500530;17;Bank & Finance;190;8;2000100
1882;201903;1500530;26;Bank & Finance;190;8;2001000
1883;201904;1500530;45;Bank & Finance;190;8;2000300
1884;201905;1500530;17;Bank & Finance;190;8;2000300
1885;201906;1500530;12;Bank & Finance;190;8;2000200
1886;201907;1500530;11;Bank & Finance;190;8;2000300
1887;201908;1500530;11;Bank & Finance;190;8;2000800
1888;201909;1500530;11;Bank & Finance;190;8;2000300
109;202001;1500533;4;MEDIS;1932;12;4079200
286;202002;1500533;21;MEDIS;1932;12;3536600
462;202003;1500533;16;MEDIS;190;12;3940000
633;202004;1500533;29;MEDIS;190;12;3626300
801;202005;1500533;35;MEDIS;190;12;3538500
993;202006;1500533;10;MEDIS;190;12;4951800
1193;202007;1500533;7;MEDIS;190;12;5335500
1392;202008;1500533;26;MEDIS;190;12;4369600
1548;202009;1500533;39;MEDIS;190;12;4790800
1742;202010;1500533;49;MEDIS;190;12;4530000
2059;202011;1500533;40;MEDIS;190;12;4731600
2363;202012;1500533;84;MEDIS;190;12;3956400
110;202001;1500550;1;Bank & Finance;2008;12;17000000
287;202002;1500550;13;Bank & Finance;2008;12;17000000
463;202003;1500550;142;Bank & Finance;190;12;17000000
634;202004;1500550;41;Bank & Finance;190;12;38419900
802;202005;1500550;30;Bank & Finance;190;12;17000000
994;202006;1500550;48;Bank & Finance;190;12;17000000
1194;202007;1500550;55;Bank & Finance;190;12;17000000
1393;202008;1500550;48;Bank & Finance;190;12;17000000
1549;202009;1500550;49;Bank & Finance;190;12;17000000
1743;202010;1500550;40;Bank & Finance;190;12;17000000
2060;202011;1500550;32;Bank & Finance;190;12;17000000
2364;202012;1500550;63;Bank & Finance;190;12;17000000
111;202001;1500553;16;KONSTRUKSI;1078;12;6425000
288;202002;1500553;14;KONSTRUKSI;1078;12;6425000
464;202003;1500553;60;KONSTRUKSI;190;12;6425000
635;202004;1500553;6;KONSTRUKSI;190;12;6425000
803;202005;1500553;85;KONSTRUKSI;190;12;6425000
995;202006;1500553;14;KONSTRUKSI;190;12;6425000
1195;202007;1500553;53;KONSTRUKSI;190;12;6425000
1394;202008;1500553;159;KONSTRUKSI;190;12;6425000
1550;202009;1500553;38;KONSTRUKSI;190;12;6425000
1744;202010;1500553;43;KONSTRUKSI;190;12;6425000
2061;202011;1500553;160;KONSTRUKSI;190;12;6425000
2365;202012;1500553;5;KONSTRUKSI;190;12;6425000
112;202001;1500555;3;Bank & Finance;2009;12;86984100
289;202002;1500555;99;Bank & Finance;2009;12;78625700
465;202003;1500555;21;Bank & Finance;190;12;64425800
636;202004;1500555;1;Bank & Finance;190;12;32933200
804;202005;1500555;53;Bank & Finance;190;12;28963100
996;202006;1500555;14;Bank & Finance;190;12;58726400
1196;202007;1500555;24;Bank & Finance;190;12;77356000
1395;202008;1500555;145;Bank & Finance;190;12;58617500
1551;202009;1500555;41;Bank & Finance;190;12;66580400
1745;202010;1500555;35;Bank & Finance;190;12;55841600
2062;202011;1500555;139;Bank & Finance;190;12;64046000
2366;202012;1500555;23;Bank & Finance;190;12;45440200
113;202001;1500576;3;KONSTRUKSI;1108;2;23639100
290;202002;1500576;279;KONSTRUKSI;1108;2;21018900
114;202001;1500582;16;OTOMOTIF;730;5;2998000
291;202002;1500582;238;OTOMOTIF;730;5;2933500
466;202003;1500582;14;OTOMOTIF;190;5;4073700
637;202004;1500582;1;OTOMOTIF;190;5;3964500
805;202005;1500582;165;OTOMOTIF;190;5;634704
1291;201901;1500592;2;Bank & Finance;190;1;2825000
115;202001;1500597;19;RETAIL;365;5;2522500
292;202002;1500597;22;RETAIL;365;5;2519000
467;202003;1500597;24;RETAIL;190;5;404918
1889;201903;1500597;12;RETAIL;190;5;2096774
1890;201904;1500597;12;RETAIL;190;5;2500000
116;202001;1500599;33;OTOMOTIF;1460;6;17000000
293;202002;1500599;21;OTOMOTIF;1460;6;17000000
468;202003;1500599;25;OTOMOTIF;190;6;21450800
638;202004;1500599;8;OTOMOTIF;190;6;68620000
806;202005;1500599;48;OTOMOTIF;190;6;42448000
997;202006;1500599;50;OTOMOTIF;190;6;20336240
117;202001;1500607;25;OTOMOTIF;1072;12;4986500
294;202002;1500607;220;OTOMOTIF;1072;12;4107800
469;202003;1500607;70;OTOMOTIF;190;12;3500000
639;202004;1500607;11;OTOMOTIF;190;12;3500000
807;202005;1500607;42;OTOMOTIF;190;12;3500000
998;202006;1500607;39;OTOMOTIF;190;12;3500000
1197;202007;1500607;54;OTOMOTIF;190;12;3500000
1396;202008;1500607;145;OTOMOTIF;190;12;3500000
1552;202009;1500607;119;OTOMOTIF;190;12;3500000
1746;202010;1500607;64;OTOMOTIF;190;12;3500000
2063;202011;1500607;14;OTOMOTIF;190;12;3500000
2367;202012;1500607;16;OTOMOTIF;190;12;3500000
118;202001;1500611;42;Bank & Finance;2010;12;177982000
295;202002;1500611;19;Bank & Finance;2010;12;177764100
470;202003;1500611;79;Bank & Finance;190;12;182292000
640;202004;1500611;17;Bank & Finance;190;12;208762900
808;202005;1500611;133;Bank & Finance;190;12;191006400
999;202006;1500611;18;Bank & Finance;190;12;206582800
1198;202007;1500611;55;Bank & Finance;190;12;203976400
1397;202008;1500611;145;Bank & Finance;190;12;170554600
1553;202009;1500611;38;Bank & Finance;190;12;147629100
1747;202010;1500611;52;Bank & Finance;190;12;144389600
2064;202011;1500611;40;Bank & Finance;190;12;167007600
2368;202012;1500611;287;Bank & Finance;190;12;173264100
296;202002;1500645;113;RETAIL;365;27;17000000
1059;201801;1500645;41;RETAIL;190;27;17000000
1060;201802;1500645;13;RETAIL;190;27;17000000
1061;201803;1500645;109;RETAIL;190;27;17000000
1062;201804;1500645;169;RETAIL;190;27;17000000
1063;201805;1500645;228;RETAIL;190;27;17000000
1064;201806;1500645;104;RETAIL;190;27;17000000
1065;201807;1500645;54;RETAIL;190;27;17000000
1066;201808;1500645;40;RETAIL;190;27;17000000
1067;201809;1500645;32;RETAIL;190;27;17000000
1068;201810;1500645;160;RETAIL;190;27;17000000
1069;201811;1500645;139;RETAIL;190;27;17000000
1070;201812;1500645;14;RETAIL;190;27;17000000
1071;201901;1500645;40;RETAIL;190;27;17000000
1072;201902;1500645;131;RETAIL;190;27;17000000
1073;201903;1500645;154;RETAIL;190;27;17000000
1074;201904;1500645;138;RETAIL;190;27;17000000
1075;201905;1500645;137;RETAIL;190;27;17000000
1076;201906;1500645;134;RETAIL;190;27;17000000
1077;201907;1500645;138;RETAIL;190;27;17000000
1078;201908;1500645;143;RETAIL;190;27;17000000
1079;201909;1500645;153;RETAIL;190;27;17000000
1080;201910;1500645;100;RETAIL;190;27;17000000
1081;201911;1500645;125;RETAIL;190;27;17000000
1082;201912;1500645;48;RETAIL;190;27;17000000
1083;202001;1500645;48;RETAIL;190;27;17000000
1084;202002;1500645;33;RETAIL;190;27;17000000
119;202001;1500654;7;Bank & Finance;1564;12;12000000
297;202002;1500654;141;Bank & Finance;1564;12;12000000
471;202003;1500654;60;Bank & Finance;190;12;12000000
641;202004;1500654;1;Bank & Finance;190;12;12000000
809;202005;1500654;148;Bank & Finance;190;12;12000000
1000;202006;1500654;84;Bank & Finance;190;12;12000000
1199;202007;1500654;38;Bank & Finance;190;12;12000000
1398;202008;1500654;20;Bank & Finance;190;12;12000000
1554;202009;1500654;24;Bank & Finance;190;12;12000000
1748;202010;1500654;58;Bank & Finance;190;12;12000000
2065;202011;1500654;131;Bank & Finance;190;12;12000000
2369;202012;1500654;287;Bank & Finance;190;12;12000000
120;202001;1500656;20;Bank & Finance;1953;12;23000000
298;202002;1500656;2;Bank & Finance;1953;12;23000000
472;202003;1500656;58;Bank & Finance;190;12;23000000
642;202004;1500656;4;Bank & Finance;190;12;23000000
810;202005;1500656;141;Bank & Finance;190;12;23000000
1001;202006;1500656;14;Bank & Finance;190;12;23000000
1200;202007;1500656;27;Bank & Finance;190;12;23000000
1399;202008;1500656;143;Bank & Finance;190;12;23000000
1555;202009;1500656;24;Bank & Finance;190;12;23000000
1749;202010;1500656;56;Bank & Finance;190;12;23000000
2066;202011;1500656;154;Bank & Finance;190;12;23000000
2370;202012;1500656;210;Bank & Finance;190;12;23000000
121;202001;1500659;1;Bank & Finance;1018;12;2867700
299;202002;1500659;2;Bank & Finance;1018;12;2934700
473;202003;1500659;35;Bank & Finance;190;12;2902200
643;202004;1500659;18;Bank & Finance;190;12;3152200
811;202005;1500659;131;Bank & Finance;190;12;3356300
1002;202006;1500659;50;Bank & Finance;190;12;3235300
1201;202007;1500659;99;Bank & Finance;190;12;3201500
1400;202008;1500659;134;Bank & Finance;190;12;3419600
1556;202009;1500659;24;Bank & Finance;190;12;3150400
1750;202010;1500659;63;Bank & Finance;190;12;3228700
2067;202011;1500659;138;Bank & Finance;190;12;3442100
2371;202012;1500659;10;Bank & Finance;190;12;3483600
122;202001;1500665;15;Bank & Finance;1449;12;4000000
300;202002;1500665;26;Bank & Finance;1449;12;4000000
474;202003;1500665;142;Bank & Finance;190;12;4000000
644;202004;1500665;3;Bank & Finance;190;12;4000000
812;202005;1500665;128;Bank & Finance;190;12;4000000
1003;202006;1500665;30;Bank & Finance;190;12;4000000
1202;202007;1500665;5;Bank & Finance;190;12;4000000
1401;202008;1500665;171;Bank & Finance;190;12;4000000
1557;202009;1500665;32;Bank & Finance;190;12;4000000
1751;202010;1500665;104;Bank & Finance;190;12;4000000
2068;202011;1500665;137;Bank & Finance;190;12;4000000
2372;202012;1500665;31;Bank & Finance;190;12;4000000
123;202001;1500666;21;Bank & Finance;1460;12;17000000
301;202002;1500666;49;Bank & Finance;1460;12;17000000
475;202003;1500666;29;Bank & Finance;190;12;17000000
645;202004;1500666;34;Bank & Finance;190;12;17000000
813;202005;1500666;127;Bank & Finance;190;12;17000000
1004;202006;1500666;32;Bank & Finance;190;12;17000000
1203;202007;1500666;6;Bank & Finance;190;12;17000000
1402;202008;1500666;148;Bank & Finance;190;12;17000000
1558;202009;1500666;38;Bank & Finance;190;12;17000000
1752;202010;1500666;19;Bank & Finance;190;12;17000000
2069;202011;1500666;134;Bank & Finance;190;12;17000000
2373;202012;1500666;29;Bank & Finance;190;12;17000000
124;202001;1500667;26;Bank & Finance;1689;12;3700000
302;202002;1500667;133;Bank & Finance;1689;12;3700000
476;202003;1500667;36;Bank & Finance;190;12;3700000
646;202004;1500667;34;Bank & Finance;190;12;3700000
814;202005;1500667;148;Bank & Finance;190;12;3700000
1005;202006;1500667;32;Bank & Finance;190;12;3700000
1204;202007;1500667;20;Bank & Finance;190;12;3700000
1403;202008;1500667;124;Bank & Finance;190;12;3700000
1559;202009;1500667;18;Bank & Finance;190;12;3700000
1753;202010;1500667;64;Bank & Finance;190;12;3700000
2070;202011;1500667;138;Bank & Finance;190;12;3700000
2374;202012;1500667;122;Bank & Finance;190;12;3700000
125;202001;1500670;3;Bank & Finance;1078;12;2124000
303;202002;1500670;121;Bank & Finance;1078;12;2152100
477;202003;1500670;5;Bank & Finance;190;12;2158800
647;202004;1500670;22;Bank & Finance;190;12;2145800
815;202005;1500670;132;Bank & Finance;190;12;2194400
1006;202006;1500670;39;Bank & Finance;190;12;2112800
1205;202007;1500670;17;Bank & Finance;190;12;2104500
1404;202008;1500670;21;Bank & Finance;190;12;2094700
1560;202009;1500670;8;Bank & Finance;190;12;2109100
1754;202010;1500670;118;Bank & Finance;190;12;2095600
2071;202011;1500670;143;Bank & Finance;190;12;2103000
2375;202012;1500670;75;Bank & Finance;190;12;2132700
1633;201811;1500676;17;Bank & Finance;190;18;8000000
1634;201812;1500676;1;Bank & Finance;190;18;8000000
1635;201901;1500676;4;Bank & Finance;190;18;8000000
1636;201902;1500676;18;Bank & Finance;190;18;8000000
1637;201903;1500676;3;Bank & Finance;190;18;8000000
1638;201904;1500676;34;Bank & Finance;190;18;8000000
1639;201905;1500676;34;Bank & Finance;190;18;8000000
1640;201906;1500676;22;Bank & Finance;190;18;8000000
1641;201907;1500676;4;Bank & Finance;190;18;8000000
1642;201908;1500676;3;Bank & Finance;190;18;8000000
1891;201901;1500676;5;Bank & Finance;190;18;8000000
1892;201902;1500676;5;Bank & Finance;190;18;8000000
1893;201903;1500676;5;Bank & Finance;190;18;8000000
1894;201904;1500676;6;Bank & Finance;190;18;8000000
1895;201905;1500676;6;Bank & Finance;190;18;8000000
1896;201906;1500676;6;Bank & Finance;190;18;8000000
1897;201907;1500676;6;Bank & Finance;190;18;8000000
1898;201908;1500676;6;Bank & Finance;190;18;8000000
126;202001;1500678;18;Bank & Finance;2009;12;97459100
304;202002;1500678;114;Bank & Finance;2009;12;87826500
478;202003;1500678;35;Bank & Finance;190;12;79560400
648;202004;1500678;4;Bank & Finance;190;12;66051400
816;202005;1500678;132;Bank & Finance;190;12;64632000
1007;202006;1500678;39;Bank & Finance;190;12;86770000
1206;202007;1500678;69;Bank & Finance;190;12;90886400
1405;202008;1500678;225;Bank & Finance;190;12;76179100
1561;202009;1500678;44;Bank & Finance;190;12;75258000
1755;202010;1500678;204;Bank & Finance;190;12;83257000
2072;202011;1500678;153;Bank & Finance;190;12;74181600
2376;202012;1500678;127;Bank & Finance;190;12;71729100
127;202001;1500679;18;ELECTRONIC;1361;12;5799100
305;202002;1500679;3;ELECTRONIC;1361;12;4910300
479;202003;1500679;5;ELECTRONIC;190;12;6967300
649;202004;1500679;3;ELECTRONIC;190;12;16439300
817;202005;1500679;135;ELECTRONIC;190;12;6503600
1008;202006;1500679;20;ELECTRONIC;190;12;6791900
1207;202007;1500679;70;ELECTRONIC;190;12;7505900
1406;202008;1500679;7;ELECTRONIC;190;12;5633000
1562;202009;1500679;3;ELECTRONIC;190;12;7329400
1756;202010;1500679;117;ELECTRONIC;190;12;18186900
2073;202011;1500679;100;ELECTRONIC;190;12;16331800
2377;202012;1500679;274;ELECTRONIC;190;12;10461400
128;202001;1500686;10;OTOMOTIF;1460;12;17000000
306;202002;1500686;1;OTOMOTIF;1460;12;17000000
480;202003;1500686;3;OTOMOTIF;190;12;17327400
650;202004;1500686;143;OTOMOTIF;190;12;65743300
818;202005;1500686;203;OTOMOTIF;190;12;26157600
1009;202006;1500686;98;OTOMOTIF;190;12;19972300
1208;202007;1500686;69;OTOMOTIF;190;12;17000000
1407;202008;1500686;8;OTOMOTIF;190;12;17000000
1563;202009;1500686;25;OTOMOTIF;190;12;17000000
1757;202010;1500686;59;OTOMOTIF;190;12;17000000
2074;202011;1500686;125;OTOMOTIF;190;12;17000000
2378;202012;1500686;128;OTOMOTIF;190;12;17000000
1899;201907;1500687;6;Bank & Finance;190;1;2884200
129;202001;1500688;7;Bank & Finance;2008;12;17000000
307;202002;1500688;114;Bank & Finance;2008;12;17000000
481;202003;1500688;4;Bank & Finance;190;12;17000000
651;202004;1500688;18;Bank & Finance;190;12;17000000
819;202005;1500688;12;Bank & Finance;190;12;17000000
1010;202006;1500688;36;Bank & Finance;190;12;17000000
1209;202007;1500688;5;Bank & Finance;190;12;17000000
1408;202008;1500688;1;Bank & Finance;190;12;17000000
1564;202009;1500688;2;Bank & Finance;190;12;17000000
1758;202010;1500688;221;Bank & Finance;190;12;17000000
2075;202011;1500688;48;Bank & Finance;190;12;17000000
2379;202012;1500688;38;Bank & Finance;190;12;17427200
130;202001;1500700;38;Bank & Finance;1460;12;30327000
308;202002;1500700;20;Bank & Finance;1460;12;28664600
482;202003;1500700;211;Bank & Finance;190;12;30344600
652;202004;1500700;19;Bank & Finance;190;12;28678500
820;202005;1500700;41;Bank & Finance;190;12;27648600
1011;202006;1500700;33;Bank & Finance;190;12;41107800
1210;202007;1500700;7;Bank & Finance;190;12;37777300
1409;202008;1500700;10;Bank & Finance;190;12;32415400
1565;202009;1500700;5;Bank & Finance;190;12;35562800
1759;202010;1500700;34;Bank & Finance;190;12;32681100
2076;202011;1500700;48;Bank & Finance;190;12;32173600
2380;202012;1500700;134;Bank & Finance;190;12;35160100
131;202001;1500707;20;Bank & Finance;1460;12;17000000
309;202002;1500707;16;Bank & Finance;1460;12;17000000
483;202003;1500707;12;Bank & Finance;190;12;17000000
653;202004;1500707;50;Bank & Finance;190;12;17000000
821;202005;1500707;43;Bank & Finance;190;12;17000000
1012;202006;1500707;35;Bank & Finance;190;12;17000000
1211;202007;1500707;17;Bank & Finance;190;12;17000000
1410;202008;1500707;87;Bank & Finance;190;12;17000000
1566;202009;1500707;4;Bank & Finance;190;12;17000000
1760;202010;1500707;34;Bank & Finance;190;12;17000000
2077;202011;1500707;33;Bank & Finance;190;12;17000000
2381;202012;1500707;208;Bank & Finance;190;12;17000000
132;202001;1500711;35;Bank & Finance;1460;12;17000000
310;202002;1500711;27;Bank & Finance;1460;12;17000000
484;202003;1500711;21;Bank & Finance;190;12;17000000
654;202004;1500711;50;Bank & Finance;190;12;17000000
822;202005;1500711;26;Bank & Finance;190;12;17000000
1013;202006;1500711;51;Bank & Finance;190;12;17000000
1212;202007;1500711;10;Bank & Finance;190;12;17000000
1411;202008;1500711;48;Bank & Finance;190;12;17000000
1567;202009;1500711;1;Bank & Finance;190;12;17000000
1761;202010;1500711;22;Bank & Finance;190;12;17000000
2078;202011;1500711;12;Bank & Finance;190;12;17000000
2382;202012;1500711;150;Bank & Finance;190;12;17000000
133;202001;1500715;4;KONSTRUKSI;1907;12;14076800
311;202002;1500715;15;KONSTRUKSI;1907;12;12929900
485;202003;1500715;115;KONSTRUKSI;190;12;12866000
655;202004;1500715;27;KONSTRUKSI;190;12;12541600
823;202005;1500715;25;KONSTRUKSI;190;12;12404000
1014;202006;1500715;162;KONSTRUKSI;190;12;14112600
1213;202007;1500715;17;KONSTRUKSI;190;12;13866000
1412;202008;1500715;112;KONSTRUKSI;190;12;14680700
1568;202009;1500715;3;KONSTRUKSI;190;12;13881900
1762;202010;1500715;8;KONSTRUKSI;190;12;12743500
2079;202011;1500715;8;KONSTRUKSI;190;12;12977300
2383;202012;1500715;231;KONSTRUKSI;190;12;14353200
134;202001;1500717;2;Bank & Finance;1953;12;23000000
312;202002;1500717;20;Bank & Finance;1953;12;23000000
486;202003;1500717;108;Bank & Finance;190;12;23000000
656;202004;1500717;10;Bank & Finance;190;12;23000000
824;202005;1500717;12;Bank & Finance;190;12;23000000
1015;202006;1500717;61;Bank & Finance;190;12;23000000
1214;202007;1500717;6;Bank & Finance;190;12;23000000
1413;202008;1500717;97;Bank & Finance;190;12;23000000
1569;202009;1500717;4;Bank & Finance;190;12;23000000
1763;202010;1500717;10;Bank & Finance;190;12;23000000
2080;202011;1500717;4;Bank & Finance;190;12;23000000
2384;202012;1500717;161;Bank & Finance;190;12;23000000
825;202005;1500725;11;OTOMOTIF;190;21;3500000
826;201906;1500725;15;OTOMOTIF;190;21;3500000
827;201907;1500725;50;OTOMOTIF;190;21;3500000
828;201908;1500725;42;OTOMOTIF;190;21;3500000
829;201909;1500725;42;OTOMOTIF;190;21;3500000
830;201910;1500725;105;OTOMOTIF;190;21;3500000
831;201911;1500725;107;OTOMOTIF;190;21;3500000
832;201912;1500725;4;OTOMOTIF;190;21;3500000
833;202001;1500725;56;OTOMOTIF;190;21;3500000
834;202002;1500725;49;OTOMOTIF;190;21;3500000
835;202003;1500725;8;OTOMOTIF;190;21;3500000
836;202004;1500725;19;OTOMOTIF;190;21;3500000
1016;202006;1500725;70;OTOMOTIF;190;21;2916667
1900;201905;1500725;2;OTOMOTIF;190;21;3500000
1901;201906;1500725;2;OTOMOTIF;190;21;3500000
1902;201907;1500725;2;OTOMOTIF;190;21;3500000
1903;201908;1500725;5;OTOMOTIF;190;21;3500000
1904;201909;1500725;2;OTOMOTIF;190;21;3500000
1905;201910;1500725;2;OTOMOTIF;190;21;3500000
1906;201911;1500725;2;OTOMOTIF;190;21;3500000
1907;201912;1500725;1;OTOMOTIF;190;21;3500000
1908;201901;1500726;3;Bank & Finance;190;9;11250000
1909;201902;1500726;3;Bank & Finance;190;9;11250000
1910;201903;1500726;3;Bank & Finance;190;9;11250000
1911;201904;1500726;3;Bank & Finance;190;9;11250000
1912;201905;1500726;3;Bank & Finance;190;9;11250000
1913;201906;1500726;3;Bank & Finance;190;9;11250000
1914;201907;1500726;1;Bank & Finance;190;9;11250000
1915;201908;1500726;3;Bank & Finance;190;9;11250000
1916;201909;1500726;3;Bank & Finance;190;9;11250000
135;202001;1500733;17;OTOMOTIF;352;1;4107523
136;202001;1500747;16;Bank & Finance;2009;12;17000000
313;202002;1500747;99;Bank & Finance;2009;12;17000000
487;202003;1500747;48;Bank & Finance;190;12;17000000
657;202004;1500747;16;Bank & Finance;190;12;17000000
837;202005;1500747;6;Bank & Finance;190;12;17000000
1017;202006;1500747;55;Bank & Finance;190;12;17000000
1215;202007;1500747;50;Bank & Finance;190;12;17000000
1414;202008;1500747;84;Bank & Finance;190;12;17000000
1570;202009;1500747;3;Bank & Finance;190;12;17000000
1764;202010;1500747;17;Bank & Finance;190;12;17000000
2081;202011;1500747;6;Bank & Finance;190;12;17000000
2385;202012;1500747;26;Bank & Finance;190;12;17000000
137;202001;1500750;24;Bank & Finance;1438;12;2000000
314;202002;1500750;6;Bank & Finance;1438;12;2000000
488;202003;1500750;143;Bank & Finance;190;12;2000000
658;202004;1500750;56;Bank & Finance;190;12;19251800
838;202005;1500750;97;Bank & Finance;190;12;11017200
1018;202006;1500750;42;Bank & Finance;190;12;2237900
1216;202007;1500750;140;Bank & Finance;190;12;2000000
1415;202008;1500750;78;Bank & Finance;190;12;2000000
1571;202009;1500750;66;Bank & Finance;190;12;2000000
1765;202010;1500750;10;Bank & Finance;190;12;2000000
2082;202011;1500750;5;Bank & Finance;190;12;2000000
2386;202012;1500750;48;Bank & Finance;190;12;2000000
138;202001;1500766;1;KONSTRUKSI;1604;10;4514500
315;202002;1500766;6;KONSTRUKSI;1604;10;4524000
489;202003;1500766;38;KONSTRUKSI;190;10;4077700
659;202004;1500766;22;KONSTRUKSI;190;10;4085600
839;202005;1500766;60;KONSTRUKSI;190;10;3723700
1019;202006;1500766;24;KONSTRUKSI;190;10;4956700
1217;202007;1500766;2;KONSTRUKSI;190;10;4907100
1416;202008;1500766;191;KONSTRUKSI;190;10;4234900
1572;202009;1500766;80;KONSTRUKSI;190;10;4569500
1766;202010;1500766;18;KONSTRUKSI;190;10;4446200
