No;Periode;Akses;aging;Customer_type;subscribe;order;Tagihan
1607;201801;1500000;40;Bank & Finance;190;24;23000000
1608;201802;1500000;18;Bank & Finance;190;24;23000000
1609;201803;1500000;12;Bank & Finance;190;24;23000000
1610;201804;1500000;3;Bank & Finance;190;24;23000000
1611;201805;1500000;7;Bank & Finance;190;24;35381500
1612;201806;1500000;224;Bank & Finance;190;24;33678400
1613;201807;1500000;8;Bank & Finance;190;24;43800100
1614;201808;1500000;14;Bank & Finance;190;24;26498000
1615;201809;1500000;77;Bank & Finance;190;24;23000000
1616;201810;1500000;48;Bank & Finance;190;24;23000000
1617;201811;1500000;82;Bank & Finance;190;24;23000000
1618;201812;1500000;5;Bank & Finance;190;24;23000000
1801;201901;1500000;133;Bank & Finance;190;24;23000000
1802;201902;1500000;148;Bank & Finance;190;24;23000000
1803;201903;1500000;141;Bank & Finance;190;24;23000000
1804;201904;1500000;131;Bank & Finance;190;24;23000000
1805;201905;1500000;128;Bank & Finance;190;24;23000000
1806;201906;1500000;127;Bank & Finance;190;24;23000000
1807;201907;1500000;148;Bank & Finance;190;24;23000000
1808;201908;1500000;132;Bank & Finance;190;24;43379900
1809;201909;1500000;132;Bank & Finance;190;24;57938300
1810;201910;1500000;135;Bank & Finance;190;24;23000000
1811;201911;1500000;203;Bank & Finance;190;24;23000000
1812;201912;1500000;12;Bank & Finance;190;24;23000000
1;202001;1500001;48;MEDIS;1460;24;17000000
180;202002;1500001;43;MEDIS;1460;24;17000000
357;202003;1500001;22;MEDIS;190;24;17000000
530;202004;1500001;279;MEDIS;190;24;17000000
699;202005;1500001;10;MEDIS;190;24;17000000
891;202006;1500001;17;MEDIS;190;24;17000000
1095;202007;1500001;14;MEDIS;190;24;17000000
1293;202008;1500001;26;MEDIS;190;24;17000000
1451;202009;1500001;8;MEDIS;190;24;17000000
1645;202010;1500001;19;MEDIS;190;24;17000000
1962;202011;1500001;148;MEDIS;190;24;17000000
2118;201701;1500001;35;MEDIS;190;24;17000000
2119;201702;1500001;4;MEDIS;190;24;17000000
2120;201703;1500001;2;MEDIS;190;24;17000000
2121;201704;1500001;17;MEDIS;190;24;17000000
2122;201705;1500001;16;MEDIS;190;24;17000000
2123;201706;1500001;24;MEDIS;190;24;17000000
2124;201707;1500001;1;MEDIS;190;24;17000000
2125;201708;1500001;3;MEDIS;190;24;17000000
2126;201709;1500001;16;MEDIS;190;24;17000000
2127;201710;1500001;4;MEDIS;190;24;17000000
2128;201711;1500001;37;MEDIS;190;24;17000000
2129;201712;1500001;51;MEDIS;190;24;17000000
2266;202012;1500001;92;MEDIS;190;24;17000000
2;202001;1500002;14;PENDIDIKAN;968;12;2446900
181;202002;1500002;112;PENDIDIKAN;968;12;2399600
358;202003;1500002;7;PENDIDIKAN;190;12;2281300
531;202004;1500002;280;PENDIDIKAN;190;12;2453000
700;202005;1500002;16;PENDIDIKAN;190;12;2188800
892;202006;1500002;12;PENDIDIKAN;190;12;2267300
1096;202007;1500002;7;PENDIDIKAN;190;12;2374700
1294;202008;1500002;49;PENDIDIKAN;190;12;4177700
1452;202009;1500002;30;PENDIDIKAN;190;12;2853700
1646;202010;1500002;50;PENDIDIKAN;190;12;2471600
1963;202011;1500002;79;PENDIDIKAN;190;12;2305100
2267;202012;1500002;24;PENDIDIKAN;190;12;2258800
2130;201811;1500008;33;Bank & Finance;190;2;17000000
2131;201812;1500008;43;Bank & Finance;190;2;9870968
2132;201508;1500009;25;Bank & Finance;190;30;17000000
2133;201509;1500009;33;Bank & Finance;190;30;17000000
2134;201510;1500009;93;Bank & Finance;190;30;17000000
2135;201511;1500009;149;Bank & Finance;190;30;17000000
2136;201512;1500009;56;Bank & Finance;190;30;17000000
2137;201601;1500009;47;Bank & Finance;190;30;17000000
2138;201602;1500009;14;Bank & Finance;190;30;17000000
2139;201603;1500009;16;Bank & Finance;190;30;17000000
2140;201604;1500009;11;Bank & Finance;190;30;17000000
2141;201605;1500009;3;Bank & Finance;190;30;17000000
2142;201606;1500009;14;Bank & Finance;190;30;17000000
2143;201607;1500009;25;Bank & Finance;190;30;17000000
2144;201608;1500009;238;Bank & Finance;190;30;17000000
2145;201609;1500009;238;Bank & Finance;190;30;17000000
2146;201610;1500009;238;Bank & Finance;190;30;17000000
2147;201611;1500009;18;Bank & Finance;190;30;17000000
2148;201612;1500009;43;Bank & Finance;190;30;17000000
2149;201707;1500009;22;Bank & Finance;190;30;17000000
2150;201708;1500009;15;Bank & Finance;190;30;17000000
2151;201709;1500009;157;Bank & Finance;190;30;17000000
2152;201710;1500009;31;Bank & Finance;190;30;17000000
2153;201711;1500009;7;Bank & Finance;190;30;17000000
2154;201712;1500009;191;Bank & Finance;190;30;17000000
2155;201801;1500009;121;Bank & Finance;190;30;17000000
2156;201802;1500009;7;Bank & Finance;190;30;17000000
2157;201803;1500009;10;Bank & Finance;190;30;17000000
2158;201804;1500009;14;Bank & Finance;190;30;17000000
2159;201805;1500009;14;Bank & Finance;190;30;17000000
2160;201806;1500009;11;Bank & Finance;190;30;17000000
2161;201807;1500009;339;Bank & Finance;190;30;17000000
3;202001;1500010;14;Bank & Finance;2039;30;857190700
182;202002;1500010;44;Bank & Finance;2039;30;815888500
359;202003;1500010;15;Bank & Finance;190;30;846001900
532;202004;1500010;279;Bank & Finance;190;30;891627800
701;202005;1500010;16;Bank & Finance;190;30;868471600
893;202006;1500010;11;Bank & Finance;190;30;851874000
1097;202007;1500010;1;Bank & Finance;190;30;840852600
1295;202008;1500010;133;Bank & Finance;190;30;706723900
1453;202009;1500010;1;Bank & Finance;190;30;579019600
1647;202010;1500010;50;Bank & Finance;190;30;571490700
1964;202011;1500010;51;Bank & Finance;190;30;524496500
2162;201507;1500010;102;Bank & Finance;190;30;522252400
2163;201508;1500010;103;Bank & Finance;190;30;820672200
2164;201509;1500010;75;Bank & Finance;190;30;630493600
2165;201510;1500010;84;Bank & Finance;190;30;525588500
2166;201511;1500010;43;Bank & Finance;190;30;516336200
2167;201512;1500010;112;Bank & Finance;190;30;391519300
2168;201601;1500010;44;Bank & Finance;190;30;465348600
2169;201602;1500010;45;Bank & Finance;190;30;520680400
2170;201603;1500010;35;Bank & Finance;190;30;515669600
2171;201604;1500010;82;Bank & Finance;190;30;545451600
2172;201605;1500010;45;Bank & Finance;190;30;617165700
2173;201606;1500010;38;Bank & Finance;190;30;627483900
2174;201607;1500010;29;Bank & Finance;190;30;540449000
2175;201608;1500010;34;Bank & Finance;190;30;626491300
2176;201609;1500010;148;Bank & Finance;190;30;576180000
2177;201610;1500010;13;Bank & Finance;190;30;513929600
2178;201611;1500010;188;Bank & Finance;190;30;492903800
2179;201612;1500010;16;Bank & Finance;190;30;489735600
2268;202012;1500010;50;Bank & Finance;190;30;455408700
4;202001;1500015;50;OTOMOTIF;1460;6;35948200
183;202002;1500015;45;OTOMOTIF;1460;6;46587900
360;202003;1500015;19;OTOMOTIF;190;6;54443200
533;202004;1500015;270;OTOMOTIF;190;6;50661800
702;202005;1500015;16;OTOMOTIF;190;6;49824800
894;202006;1500015;11;OTOMOTIF;190;6;36016000
5;202001;1500016;39;Bank & Finance;1906;27;42035300
184;202002;1500016;35;Bank & Finance;1906;27;40329400
361;202003;1500016;18;Bank & Finance;190;27;40153100
534;202004;1500016;29;Bank & Finance;190;27;49553600
703;202005;1500016;5;Bank & Finance;190;27;49771100
895;202006;1500016;11;Bank & Finance;190;27;40325300
1098;202007;1500016;23;Bank & Finance;190;27;37652900
1296;202008;1500016;121;Bank & Finance;190;27;40582900
1454;202009;1500016;65;Bank & Finance;190;27;37079400
1648;202010;1500016;27;Bank & Finance;190;27;38953400
1965;202011;1500016;94;Bank & Finance;190;27;33360500
2180;201510;1500016;26;Bank & Finance;190;27;17000000
2181;201511;1500016;31;Bank & Finance;190;27;17000000
2182;201512;1500016;32;Bank & Finance;190;27;17000000
2183;201601;1500016;85;Bank & Finance;190;27;17000000
2184;201602;1500016;56;Bank & Finance;190;27;17000000
2185;201603;1500016;10;Bank & Finance;190;27;19838400
2186;201604;1500016;7;Bank & Finance;190;27;18101900
2187;201605;1500016;55;Bank & Finance;190;27;18773900
2188;201606;1500016;53;Bank & Finance;190;27;17883700
2189;201607;1500016;24;Bank & Finance;190;27;17766400
2190;201608;1500016;54;Bank & Finance;190;27;20568700
2191;201609;1500016;55;Bank & Finance;190;27;18197000
2192;201610;1500016;38;Bank & Finance;190;27;18946900
2193;201611;1500016;27;Bank & Finance;190;27;19269200
2194;201612;1500016;99;Bank & Finance;190;27;20239600
2269;202012;1500016;30;Bank & Finance;190;27;42249000
6;202001;1500017;18;Bank & Finance;1953;28;279912940
185;202002;1500017;82;Bank & Finance;1953;28;259810291
362;202003;1500017;20;Bank & Finance;190;28;329388605
535;202004;1500017;24;Bank & Finance;190;28;381312470
704;202005;1500017;2;Bank & Finance;190;28;301133940
896;202006;1500017;12;Bank & Finance;190;28;299812223
1099;202007;1500017;169;Bank & Finance;190;28;418327085
1297;202008;1500017;114;Bank & Finance;190;28;631067661
1455;202009;1500017;16;Bank & Finance;190;28;614236378
1649;202010;1500017;10;Bank & Finance;190;28;515779748
1966;202011;1500017;60;Bank & Finance;190;28;454517217
2195;201509;1500017;5;Bank & Finance;190;28;23000000
2196;201510;1500017;6;Bank & Finance;190;28;23000000
2197;201511;1500017;20;Bank & Finance;190;28;23000000
2198;201512;1500017;17;Bank & Finance;190;28;23196100
2199;201601;1500017;69;Bank & Finance;190;28;23234300
2200;201602;1500017;70;Bank & Finance;190;28;26582900
2201;201603;1500017;69;Bank & Finance;190;28;31760400
2202;201604;1500017;5;Bank & Finance;190;28;38856500
2203;201605;1500017;7;Bank & Finance;190;28;53964700
2204;201606;1500017;17;Bank & Finance;190;28;85717700
2205;201607;1500017;10;Bank & Finance;190;28;87763900
2206;201608;1500017;17;Bank & Finance;190;28;90193900
2207;201609;1500017;6;Bank & Finance;190;28;86139300
2208;201610;1500017;50;Bank & Finance;190;28;93420800
2209;201611;1500017;140;Bank & Finance;190;28;102912500
2210;201612;1500017;2;Bank & Finance;190;28;109845700
2270;202012;1500017;39;Bank & Finance;190;28;390608003
7;202001;1500018;84;Bank & Finance;1460;12;17000000
186;202002;1500018;45;Bank & Finance;1460;12;17000000
363;202003;1500018;20;Bank & Finance;190;12;17000000
536;202004;1500018;11;Bank & Finance;190;12;26922300
705;202005;1500018;26;Bank & Finance;190;12;17000000
897;202006;1500018;12;Bank & Finance;190;12;17000000
1100;202007;1500018;5;Bank & Finance;190;12;17000000
1298;202008;1500018;3;Bank & Finance;190;12;17000000
1456;202009;1500018;142;Bank & Finance;190;12;17000000
1650;202010;1500018;16;Bank & Finance;190;12;17195300
1967;202011;1500018;16;Bank & Finance;190;12;17000000
2271;202012;1500018;30;Bank & Finance;190;12;17000000
8;202001;1500020;14;Bank & Finance;364;10;2265435
1265;201901;1500020;29;Bank & Finance;190;10;301561
1266;201902;1500020;22;Bank & Finance;190;10;2008467
1267;201903;1500020;35;Bank & Finance;190;10;2000000
1268;201904;1500020;92;Bank & Finance;190;10;2026500
1269;201905;1500020;31;Bank & Finance;190;10;2015300
1270;201906;1500020;32;Bank & Finance;190;10;2003100
1271;201907;1500020;22;Bank & Finance;190;10;2054900
1272;201908;1500020;87;Bank & Finance;190;10;2319600
1273;201909;1500020;92;Bank & Finance;190;10;2029500
1085;201906;1500021;12;Bank & Finance;190;10;6248983
1086;201907;1500021;8;Bank & Finance;190;10;7677083
1087;201908;1500021;4;Bank & Finance;190;10;7174516
1088;201909;1500021;6;Bank & Finance;190;10;6629467
1089;201910;1500021;5;Bank & Finance;190;10;6704350
1090;201911;1500021;3;Bank & Finance;190;10;7022400
1091;201912;1500021;13;Bank & Finance;190;10;6768700
1092;202001;1500021;24;Bank & Finance;190;10;7156700
1093;202002;1500021;5;Bank & Finance;190;10;7165366
1094;202003;1500021;14;Bank & Finance;190;10;8357900
9;202001;1500026;50;Bank & Finance;2009;30;17000000
187;202002;1500026;38;Bank & Finance;2009;30;17000000
364;202003;1500026;11;Bank & Finance;190;30;17000000
537;202004;1500026;24;Bank & Finance;190;30;17000000
706;202005;1500026;12;Bank & Finance;190;30;17000000
898;202006;1500026;5;Bank & Finance;190;30;17000000
1101;202007;1500026;1;Bank & Finance;190;30;17000000
1299;202008;1500026;1;Bank & Finance;190;30;17000000
1457;202009;1500026;60;Bank & Finance;190;30;17000000
1651;202010;1500026;56;Bank & Finance;190;30;17000000
1968;202011;1500026;111;Bank & Finance;190;30;17000000
2211;201507;1500026;273;Bank & Finance;190;30;17000000
2212;201508;1500026;149;Bank & Finance;190;30;17000000
2213;201509;1500026;9;Bank & Finance;190;30;17000000
2214;201510;1500026;20;Bank & Finance;190;30;17000000
2215;201511;1500026;10;Bank & Finance;190;30;17000000
2216;201512;1500026;6;Bank & Finance;190;30;17000000
2217;201601;1500026;4;Bank & Finance;190;30;17000000
2218;201602;1500026;21;Bank & Finance;190;30;17000000
2219;201603;1500026;35;Bank & Finance;190;30;17000000
2220;201604;1500026;23;Bank & Finance;190;30;17000000
2221;201605;1500026;147;Bank & Finance;190;30;17000000
2222;201606;1500026;36;Bank & Finance;190;30;20888600
2223;201607;1500026;22;Bank & Finance;190;30;17000000
2224;201608;1500026;43;Bank & Finance;190;30;17000000
2225;201609;1500026;43;Bank & Finance;190;30;17000000
2226;201610;1500026;36;Bank & Finance;190;30;17000000
2227;201611;1500026;21;Bank & Finance;190;30;17000000
2228;201612;1500026;259;Bank & Finance;190;30;17000000
2272;202012;1500026;21;Bank & Finance;190;30;17000000
10;202001;1500030;30;Bank & Finance;1207;12;23000000
188;202002;1500030;29;Bank & Finance;1207;12;23000000
365;202003;1500030;11;Bank & Finance;190;12;23000000
538;202004;1500030;87;Bank & Finance;190;12;23000000
707;202005;1500030;3;Bank & Finance;190;12;23000000
899;202006;1500030;5;Bank & Finance;190;12;23000000
1102;202007;1500030;4;Bank & Finance;190;12;23000000
1300;202008;1500030;114;Bank & Finance;190;12;23000000
1458;202009;1500030;21;Bank & Finance;190;12;23000000
1652;202010;1500030;22;Bank & Finance;190;12;23000000
1969;202011;1500030;106;Bank & Finance;190;12;23000000
2273;202012;1500030;13;Bank & Finance;190;12;23000000
11;202001;1500033;32;Bank & Finance;1460;25;72452800
189;202002;1500033;34;Bank & Finance;1460;25;70949000
366;202003;1500033;6;Bank & Finance;190;25;65242400
539;202004;1500033;127;Bank & Finance;190;25;7622300
708;202005;1500033;113;Bank & Finance;190;25;6343200
900;202006;1500033;5;Bank & Finance;190;25;38346700
1103;202007;1500033;1;Bank & Finance;190;25;52290300
1301;202008;1500033;20;Bank & Finance;190;25;43318900
1459;202009;1500033;14;Bank & Finance;190;25;52539400
1653;202010;1500033;122;Bank & Finance;190;25;45763200
1970;202011;1500033;13;Bank & Finance;190;25;52560700
2229;201701;1500033;98;Bank & Finance;190;25;64384700
2230;201702;1500033;94;Bank & Finance;190;25;51417500
2231;201703;1500033;199;Bank & Finance;190;25;61643500
2232;201704;1500033;105;Bank & Finance;190;25;50509300
2233;201705;1500033;109;Bank & Finance;190;25;58770200
2234;201706;1500033;40;Bank & Finance;190;25;44283100
2235;201707;1500033;36;Bank & Finance;190;25;60559400
2236;201708;1500033;13;Bank & Finance;190;25;59450600
2237;201709;1500033;191;Bank & Finance;190;25;57169700
2238;201710;1500033;1;Bank & Finance;190;25;69633200
2239;201711;1500033;166;Bank & Finance;190;25;67143800
2240;201712;1500033;20;Bank & Finance;190;25;54550400
2241;201801;1500033;9;Bank & Finance;190;25;64831200
2274;202012;1500033;14;Bank & Finance;190;25;48072400
1643;201903;1500035;143;Bank & Finance;190;1;2759233
12;202001;1500038;32;RETAIL;2010;18;2785100
190;202002;1500038;148;RETAIL;2010;18;2723800
367;202003;1500038;6;RETAIL;190;18;2753900
540;202004;1500038;128;RETAIL;190;18;2805600
709;202005;1500038;112;RETAIL;190;18;3713000
901;202006;1500038;6;RETAIL;190;18;2770500
1104;202007;1500038;16;RETAIL;190;18;2717000
1302;202008;1500038;16;RETAIL;190;18;2719100
1460;202009;1500038;24;RETAIL;190;18;2726200
1654;202010;1500038;183;RETAIL;190;18;2612900
1971;202011;1500038;15;RETAIL;190;18;2600000
2242;201507;1500038;44;RETAIL;190;18;2600000
2243;201508;1500038;55;RETAIL;190;18;2600000
2244;201509;1500038;68;RETAIL;190;18;2600000
2245;201510;1500038;101;RETAIL;190;18;2600000
2246;201511;1500038;157;RETAIL;190;18;2600000
2247;201512;1500038;23;RETAIL;190;18;2600000
2275;202012;1500038;99;RETAIL;190;18;2600000
13;202001;1500045;39;Bank & Finance;1998;30;188687900
191;202002;1500045;13;Bank & Finance;1998;30;144073300
368;202003;1500045;65;Bank & Finance;190;30;128288000
541;202004;1500045;28;Bank & Finance;190;30;105659500
710;202005;1500045;113;Bank & Finance;190;30;90563700
902;202006;1500045;6;Bank & Finance;190;30;150923200
1105;202007;1500045;3;Bank & Finance;190;30;124707100
1303;202008;1500045;27;Bank & Finance;190;30;104883500
1461;202009;1500045;25;Bank & Finance;190;30;111149700
1655;202010;1500045;1;Bank & Finance;190;30;97985900
1972;202011;1500045;13;Bank & Finance;190;30;113969600
2248;201507;1500045;75;Bank & Finance;190;30;17000000
2249;201508;1500045;24;Bank & Finance;190;30;21236900
2250;201509;1500045;9;Bank & Finance;190;30;23168100
2251;201510;1500045;42;Bank & Finance;190;30;23486200
2252;201511;1500045;12;Bank & Finance;190;30;31774900
2253;201512;1500045;7;Bank & Finance;190;30;26826400
2254;201601;1500045;126;Bank & Finance;190;30;32762500
2255;201602;1500045;59;Bank & Finance;190;30;35696400
2256;201603;1500045;43;Bank & Finance;190;30;40585500
2257;201604;1500045;25;Bank & Finance;190;30;39808000
2258;201605;1500045;29;Bank & Finance;190;30;43419400
2259;201606;1500045;22;Bank & Finance;190;30;46448100
2260;201607;1500045;35;Bank & Finance;190;30;40475400
2261;201608;1500045;92;Bank & Finance;190;30;59871600
2262;201609;1500045;31;Bank & Finance;190;30;52094200
2263;201610;1500045;32;Bank & Finance;190;30;50419900
2264;201611;1500045;22;Bank & Finance;190;30;59146200
2265;201612;1500045;87;Bank & Finance;190;30;55631000
2276;202012;1500045;279;Bank & Finance;190;30;94639700
14;202001;1500046;39;Bank & Finance;1705;20;1662284600
192;202002;1500046;188;Bank & Finance;1705;20;1428087600
369;202003;1500046;45;Bank & Finance;190;20;1495106500
542;202004;1500046;24;Bank & Finance;190;20;1723976000
711;202005;1500046;113;Bank & Finance;190;20;1801731000
903;202006;1500046;6;Bank & Finance;190;20;1699839400
1106;202007;1500046;3;Bank & Finance;190;20;2022911800
1304;202008;1500046;15;Bank & Finance;190;20;2159186000
1462;202009;1500046;70;Bank & Finance;190;20;2106940800
1656;202010;1500046;49;Bank & Finance;190;20;1843151800
1973;202011;1500046;24;Bank & Finance;190;20;1804194600
2277;202012;1500046;238;Bank & Finance;190;20;2025815900
2421;201605;1500046;20;Bank & Finance;190;20;1460654600
15;202001;1500048;20;RETAIL;1707;12;2040200
193;202002;1500048;16;RETAIL;1707;12;2043800
370;202003;1500048;3;RETAIL;190;12;2053400
543;202004;1500048;135;RETAIL;190;12;2011200
712;202005;1500048;113;RETAIL;190;12;2026800
904;202006;1500048;6;RETAIL;190;12;2053300
1107;202007;1500048;16;RETAIL;190;12;2065500
1305;202008;1500048;20;RETAIL;190;12;2061400
1463;202009;1500048;79;RETAIL;190;12;2096100
1657;202010;1500048;134;RETAIL;190;12;2074600
1974;202011;1500048;20;RETAIL;190;12;2067700
2278;202012;1500048;22;RETAIL;190;12;2063800
16;202001;1500049;98;Bank & Finance;1460;4;3589100
194;202002;1500049;26;Bank & Finance;1460;4;3347400
371;202003;1500049;12;Bank & Finance;190;4;3386200
544;202004;1500049;48;Bank & Finance;190;4;3366500
17;202001;1500050;36;OTOMOTIF;1460;12;17000000
195;202002;1500050;31;OTOMOTIF;1460;12;17000000
372;202003;1500050;85;OTOMOTIF;190;12;17000000
545;202004;1500050;45;OTOMOTIF;190;12;17000000
713;202005;1500050;113;OTOMOTIF;190;12;17000000
905;202006;1500050;6;OTOMOTIF;190;12;17000000
1108;202007;1500050;19;OTOMOTIF;190;12;17000000
1306;202008;1500050;99;OTOMOTIF;190;12;17000000
1464;202009;1500050;60;OTOMOTIF;190;12;17000000
1658;202010;1500050;30;OTOMOTIF;190;12;17000000
1975;202011;1500050;19;OTOMOTIF;190;12;17000000
2279;202012;1500050;21;OTOMOTIF;190;12;17000000
18;202001;1500055;33;KONSTRUKSI;1460;10;17000000
196;202002;1500055;32;KONSTRUKSI;1460;10;17000000
373;202003;1500055;85;KONSTRUKSI;190;10;17000000
546;202004;1500055;56;KONSTRUKSI;190;10;17000000
714;202005;1500055;112;KONSTRUKSI;190;10;17000000
906;202006;1500055;6;KONSTRUKSI;190;10;17000000
1109;202007;1500055;33;KONSTRUKSI;190;10;17000000
1307;202008;1500055;6;KONSTRUKSI;190;10;17000000
1659;202010;1500055;3;KONSTRUKSI;190;10;17000000
2117;202009;1500055;20;KONSTRUKSI;190;10;17000000
1308;202008;1500061;6;Bank & Finance;190;5;2107267
1465;202009;1500061;58;Bank & Finance;190;5;2411217
1660;202010;1500061;34;Bank & Finance;190;5;2714883
1976;202011;1500061;11;Bank & Finance;190;5;2502733
2280;202012;1500061;220;Bank & Finance;190;5;3083833
19;202001;1500072;35;ELECTRONIC;1460;12;17000000
197;202002;1500072;85;ELECTRONIC;1460;12;17000000
374;202003;1500072;63;ELECTRONIC;190;12;17000000
547;202004;1500072;56;ELECTRONIC;190;12;17000000
715;202005;1500072;115;ELECTRONIC;190;12;17000000
907;202006;1500072;2;ELECTRONIC;190;12;17000000
1110;202007;1500072;25;ELECTRONIC;190;12;17000000
1309;202008;1500072;8;ELECTRONIC;190;12;17000000
1466;202009;1500072;35;ELECTRONIC;190;12;17000000
