aging,subscribe,order,Tagihan
31,190,12,2012600
11,190,12,2013500
148,190,12,2016100
75,190,12,2014300
45,190,12,2011700
92,190,12,2015100
41,190,12,2012900
6,190,12,2011000
5,2004,12,18032600
32,2004,12,14447500
14,190,12,14435500
82,190,12,13290100
36,190,12,12735800
10,190,12,15071000
13,190,12,16061800
127,190,12,13523000
56,190,12,14314400
25,190,12,11938700
41,190,12,12763100
65,190,12,11925200
14,1189,12,2064400
22,1189,12,2097600
13,190,12,2099500
5,190,12,2127700
14,190,12,2050100
22,190,12,2031500
188,190,12,2009400
274,190,12,2035900
56,190,12,2027800
44,190,12,2061800
39,190,12,2034700
45,190,12,2042200
8,190,4,2011200
12,190,4,2045900
25,190,4,2026300
21,190,4,838877
14,1979,12,2387200
87,1979,12,2372000
22,190,12,2370300
38,190,12,2334700
8,190,12,2316400
2,190,12,2312900
16,190,12,2404000
128,190,12,2342900
56,190,12,2239800
47,190,12,2278700
41,190,12,2329000
3,190,12,2255400
1,190,3,2636667
35,190,3,2825000
36,190,3,2844500
35,190,3,2636667
31,190,3,2825000
25,190,3,2861400
7,1561,12,11982100
92,1561,12,14628500
18,190,12,18557300
81,190,12,12393800
19,190,12,8935200
39,190,12,8135900
26,190,12,15287400
38,190,12,12616600
49,190,12,9016000
47,190,12,12142000
13,190,12,9404900
12,190,12,9904300
12,190,1,2169387
1,1460,12,17000000
24,1460,12,17000000
29,190,12,17000000
51,190,12,17000000
58,190,12,17000000
34,190,12,17000000
31,190,12,17000000
134,190,12,17000000
14,190,12,17000000
47,190,12,17000000
109,190,12,17000000
85,190,12,17000000
109,190,1,7000000
23,1841,12,2000000
50,1841,12,2000000
8,190,12,2000000
81,190,12,2000000
39,190,12,2000000
11,190,12,2000000
32,190,12,2000000
208,190,12,2000000
8,190,12,2000000
47,190,12,2000000
169,190,12,2000000
85,190,12,2000000
169,1850,13,3500000
30,1850,13,3500000
30,190,13,3500000
1,190,13,3500000
34,190,13,3500000
11,190,13,3500000
85,190,13,3500000
2,190,13,3500000
150,190,13,3500000
16,190,13,3500000
44,190,13,3500000
228,190,13,3500000
63,190,13,3500000
5,1460,12,17000000
39,1460,12,17000000
1,190,12,17000000
1,190,12,17000000
33,190,12,17000000
14,190,12,17000000
56,190,12,17000000
231,190,12,17000000
50,190,12,17000000
44,190,12,17000000
104,190,12,17000000
63,190,12,51596065
1,1569,12,3500000
30,1569,12,3500000
65,190,12,3500000
1,190,12,3500000
34,190,12,3500000
14,190,12,3500000
10,190,12,3500000
161,190,12,3500000
49,190,12,3500000
44,190,12,3500000
54,190,12,3500000
63,190,12,3500000
17,190,8,2000100
26,190,8,2001000
45,190,8,2000300
17,190,8,2000300
12,190,8,2000200
11,190,8,2000300
11,190,8,2000800
11,190,8,2000300
4,1932,12,4079200
21,1932,12,3536600
16,190,12,3940000
29,190,12,3626300
35,190,12,3538500
10,190,12,4951800
7,190,12,5335500
26,190,12,4369600
39,190,12,4790800
49,190,12,4530000
40,190,12,4731600
84,190,12,3956400
1,2008,12,17000000
13,2008,12,17000000
142,190,12,17000000
41,190,12,38419900
30,190,12,17000000
48,190,12,17000000
55,190,12,17000000
48,190,12,17000000
49,190,12,17000000
40,190,12,17000000
32,190,12,17000000
63,190,12,17000000
16,1078,12,6425000
14,1078,12,6425000
60,190,12,6425000
6,190,12,6425000
85,190,12,6425000
14,190,12,6425000
53,190,12,6425000
159,190,12,6425000
38,190,12,6425000
43,190,12,6425000
160,190,12,6425000
5,190,12,6425000
3,2009,12,86984100
99,2009,12,78625700
21,190,12,64425800
1,190,12,32933200
53,190,12,28963100
14,190,12,58726400
24,190,12,77356000
145,190,12,58617500
41,190,12,66580400
35,190,12,55841600
139,190,12,64046000
23,190,12,45440200
3,1108,2,23639100
279,1108,2,21018900
16,730,5,2998000
238,730,5,2933500
14,190,5,4073700
1,190,5,3964500
165,190,5,634704
2,190,1,2825000
19,365,5,2522500
22,365,5,2519000
24,190,5,404918
12,190,5,2096774
12,190,5,2500000
33,1460,6,17000000
21,1460,6,17000000
25,190,6,21450800
8,190,6,68620000
48,190,6,42448000
50,190,6,20336240
25,1072,12,4986500
220,1072,12,4107800
70,190,12,3500000
11,190,12,3500000
42,190,12,3500000
39,190,12,3500000
54,190,12,3500000
145,190,12,3500000
119,190,12,3500000
64,190,12,3500000
14,190,12,3500000
16,190,12,3500000
42,2010,12,177982000
19,2010,12,177764100
79,190,12,182292000
17,190,12,208762900
133,190,12,191006400
18,190,12,206582800
55,190,12,203976400
145,190,12,170554600
38,190,12,147629100
52,190,12,144389600
40,190,12,167007600
287,190,12,173264100
113,365,27,17000000
41,190,27,17000000
13,190,27,17000000
109,190,27,17000000
169,190,27,17000000
228,190,27,17000000
104,190,27,17000000
54,190,27,17000000
40,190,27,17000000
32,190,27,17000000
160,190,27,17000000
139,190,27,17000000
14,190,27,17000000
40,190,27,17000000
131,190,27,17000000
154,190,27,17000000
138,190,27,17000000
137,190,27,17000000
134,190,27,17000000
138,190,27,17000000
143,190,27,17000000
153,190,27,17000000
100,190,27,17000000
125,190,27,17000000
48,190,27,17000000
48,190,27,17000000
33,190,27,17000000
7,1564,12,12000000
141,1564,12,12000000
60,190,12,12000000
1,190,12,12000000
148,190,12,12000000
84,190,12,12000000
38,190,12,12000000
20,190,12,12000000
24,190,12,12000000
58,190,12,12000000
131,190,12,12000000
287,190,12,12000000
20,1953,12,23000000
2,1953,12,23000000
58,190,12,23000000
4,190,12,23000000
141,190,12,23000000
14,190,12,23000000
27,190,12,23000000
143,190,12,23000000
24,190,12,23000000
56,190,12,23000000
154,190,12,23000000
210,190,12,23000000
1,1018,12,2867700
2,1018,12,2934700
35,190,12,2902200
18,190,12,3152200
131,190,12,3356300
50,190,12,3235300
99,190,12,3201500
134,190,12,3419600
24,190,12,3150400
63,190,12,3228700
138,190,12,3442100
10,190,12,3483600
15,1449,12,4000000
26,1449,12,4000000
142,190,12,4000000
3,190,12,4000000
128,190,12,4000000
30,190,12,4000000
5,190,12,4000000
171,190,12,4000000
32,190,12,4000000
104,190,12,4000000
137,190,12,4000000
31,190,12,4000000
21,1460,12,17000000
49,1460,12,17000000
29,190,12,17000000
34,190,12,17000000
127,190,12,17000000
32,190,12,17000000
6,190,12,17000000
148,190,12,17000000
38,190,12,17000000
19,190,12,17000000
134,190,12,17000000
29,190,12,17000000
26,1689,12,3700000
133,1689,12,3700000
36,190,12,3700000
34,190,12,3700000
148,190,12,3700000
32,190,12,3700000
20,190,12,3700000
124,190,12,3700000
18,190,12,3700000
64,190,12,3700000
138,190,12,3700000
122,190,12,3700000
3,1078,12,2124000
121,1078,12,2152100
5,190,12,2158800
22,190,12,2145800
132,190,12,2194400
39,190,12,2112800
17,190,12,2104500
21,190,12,2094700
8,190,12,2109100
118,190,12,2095600
143,190,12,2103000
75,190,12,2132700
17,190,18,8000000
1,190,18,8000000
4,190,18,8000000
18,190,18,8000000
3,190,18,8000000
34,190,18,8000000
34,190,18,8000000
22,190,18,8000000
4,190,18,8000000
3,190,18,8000000
5,190,18,8000000
5,190,18,8000000
5,190,18,8000000
6,190,18,8000000
6,190,18,8000000
6,190,18,8000000
6,190,18,8000000
6,190,18,8000000
18,2009,12,97459100
114,2009,12,87826500
35,190,12,79560400
4,190,12,66051400
132,190,12,64632000
39,190,12,86770000
69,190,12,90886400
225,190,12,76179100
44,190,12,75258000
204,190,12,83257000
153,190,12,74181600
127,190,12,71729100
18,1361,12,5799100
3,1361,12,4910300
5,190,12,6967300
3,190,12,16439300
135,190,12,6503600
20,190,12,6791900
70,190,12,7505900
7,190,12,5633000
3,190,12,7329400
117,190,12,18186900
100,190,12,16331800
274,190,12,10461400
10,1460,12,17000000
1,1460,12,17000000
3,190,12,17327400
143,190,12,65743300
203,190,12,26157600
98,190,12,19972300
69,190,12,17000000
8,190,12,17000000
25,190,12,17000000
59,190,12,17000000
125,190,12,17000000
128,190,12,17000000
6,190,1,2884200
7,2008,12,17000000
114,2008,12,17000000
4,190,12,17000000
18,190,12,17000000
12,190,12,17000000
36,190,12,17000000
5,190,12,17000000
1,190,12,17000000
2,190,12,17000000
221,190,12,17000000
48,190,12,17000000
38,190,12,17427200
38,1460,12,30327000
20,1460,12,28664600
211,190,12,30344600
19,190,12,28678500
41,190,12,27648600
33,190,12,41107800
7,190,12,37777300
10,190,12,32415400
5,190,12,35562800
34,190,12,32681100
48,190,12,32173600
134,190,12,35160100
20,1460,12,17000000
16,1460,12,17000000
12,190,12,17000000
50,190,12,17000000
43,190,12,17000000
35,190,12,17000000
17,190,12,17000000
87,190,12,17000000
4,190,12,17000000
34,190,12,17000000
33,190,12,17000000
208,190,12,17000000
35,1460,12,17000000
27,1460,12,17000000
21,190,12,17000000
50,190,12,17000000
26,190,12,17000000
51,190,12,17000000
10,190,12,17000000
48,190,12,17000000
1,190,12,17000000
22,190,12,17000000
12,190,12,17000000
150,190,12,17000000
4,1907,12,14076800
15,1907,12,12929900
115,190,12,12866000
27,190,12,12541600
25,190,12,12404000
162,190,12,14112600
17,190,12,13866000
112,190,12,14680700
3,190,12,13881900
8,190,12,12743500
8,190,12,12977300
231,190,12,14353200
2,1953,12,23000000
20,1953,12,23000000
108,190,12,23000000
10,190,12,23000000
12,190,12,23000000
61,190,12,23000000
6,190,12,23000000
97,190,12,23000000
4,190,12,23000000
10,190,12,23000000
4,190,12,23000000
161,190,12,23000000
11,190,21,3500000
15,190,21,3500000
50,190,21,3500000
42,190,21,3500000
42,190,21,3500000
105,190,21,3500000
107,190,21,3500000
4,190,21,3500000
56,190,21,3500000
49,190,21,3500000
8,190,21,3500000
19,190,21,3500000
70,190,21,2916667
2,190,21,3500000
2,190,21,3500000
2,190,21,3500000
5,190,21,3500000
2,190,21,3500000
2,190,21,3500000
2,190,21,3500000
1,190,21,3500000
3,190,9,11250000
3,190,9,11250000
3,190,9,11250000
3,190,9,11250000
3,190,9,11250000
3,190,9,11250000
1,190,9,11250000
3,190,9,11250000
3,190,9,11250000
17,352,1,4107523
16,2009,12,17000000
99,2009,12,17000000
48,190,12,17000000
16,190,12,17000000
6,190,12,17000000
55,190,12,17000000
50,190,12,17000000
84,190,12,17000000
3,190,12,17000000
17,190,12,17000000
6,190,12,17000000
26,190,12,17000000
24,1438,12,2000000
6,1438,12,2000000
143,190,12,2000000
56,190,12,19251800
97,190,12,11017200
42,190,12,2237900
140,190,12,2000000
78,190,12,2000000
66,190,12,2000000
10,190,12,2000000
5,190,12,2000000
48,190,12,2000000
1,1604,10,4514500
6,1604,10,4524000
38,190,10,4077700
22,190,10,4085600
60,190,10,3723700
24,190,10,4956700
2,190,10,4907100
191,190,10,4234900
80,190,10,4569500
18,190,10,4446200
3,2038,12,26545400
8,2038,12,31296800
73,190,12,30619900
122,190,12,30405600
68,190,12,35116700
24,190,12,27502600
273,190,12,27340100
137,190,12,25463800
49,190,12,26154400
27,190,12,29381800
3,190,12,28476300
159,190,12,29307800
16,1981,13,17000000
20,1981,13,17000000
76,190,13,17000000
183,190,13,17000000
68,190,13,17000000
132,190,13,17000000
149,190,13,17000000
128,190,13,17000000
52,190,13,17000000
24,190,13,17000000
3,190,13,17000000
13,190,13,17000000
145,190,13,17000000
4,1460,12,38943300
7,1460,12,32688400
53,190,12,34317900
1,190,12,30689100
45,190,12,27414100
132,190,12,33964200
9,190,12,33305100
128,190,12,29644700
11,190,12,30822800
13,190,12,24387600
24,190,12,25672800
145,190,12,22302000
37,2038,12,95343400
10,2038,12,88078100
53,190,12,75410700
49,190,12,45000300
67,190,12,45061700
133,190,12,69956700
20,190,12,66415300
140,190,12,75092000
24,190,12,68501900
27,190,12,70338200
5,190,12,76282400
145,190,12,81830600
51,1705,12,28826300
20,1705,12,23760900
35,190,12,25287000
134,190,12,25318300
10,190,12,29464100
42,190,12,31742300
10,190,12,48574400
143,190,12,45225100
119,190,12,45416900
27,190,12,38383500
14,190,12,43992200
20,190,12,41402000
14,190,21,3500000
27,190,21,3500000
36,190,21,3500000
38,190,21,3500000
35,190,21,3500000
35,190,21,3500000
32,190,21,3500000
36,190,21,3500000
34,190,21,3500000
7,190,21,3500000
7,190,21,3500000
36,190,21,3500000
42,190,21,2800000
4,190,21,3510900
8,190,21,3512000
8,190,21,3514300
4,190,21,3508300
4,190,21,3500000
8,190,21,3506800
8,190,21,3500200
7,190,21,3502300
7,190,1,2503700
5,190,1,2272954
33,1460,12,17000000
13,1460,12,17000000
18,190,12,17000000
30,190,12,120710300
7,190,12,100376800
42,190,12,120910300
6,190,12,136765500
154,190,12,122360800
101,190,12,178372800
34,190,12,149432700
14,190,12,169819800
143,190,12,148238400
43,1460,12,153031800
25,1460,12,159059900
229,190,12,188242700
3,190,12,191377100
9,190,12,169499400
42,190,12,252151700
4,190,12,214210100
14,190,12,162940900
15,190,12,163790000
42,190,12,158010100
7,190,12,155297500
134,190,12,139556700
25,1781,13,2000000
50,1781,13,2000000
271,190,13,2000000
34,190,13,2000000
20,190,13,2000000
42,190,13,2000000
21,190,13,2000000
5,190,13,2000000
67,190,13,2000000
19,190,13,2000000
5,190,13,2000000
1,190,13,2000000
171,190,13,2000000
101,190,12,4768400
157,190,12,4589700
23,190,12,4656000
75,190,12,4903800
24,190,12,5871800
9,190,12,5496900
42,190,12,5781100
12,190,12,5116400
7,190,12,4927700
126,190,12,4977900
59,190,12,5122200
43,190,12,5380316
33,1094,12,7100000
68,1094,12,7100000
39,190,12,7100000
69,190,12,7100000
21,190,12,7687900
42,190,12,7100000
35,190,12,7100000
13,190,12,7100000
106,190,12,7100000
20,190,12,7100000
23,190,12,7100000
148,190,12,7100000
93,981,12,34915400
1,981,12,54556800
35,190,12,56239200
84,190,12,44275300
75,190,12,68202600
42,190,12,100085900
23,190,12,122451700
17,190,12,137020300
9,190,12,137587000
9,190,12,162578400
169,190,12,159752000
124,190,12,238246100
149,365,9,2072900
3,365,9,2053700
141,190,9,2022400
2,190,9,2059200
45,190,9,2011800
42,190,9,894660
7,190,9,1133333
7,190,9,2000000
8,190,9,2060900
56,365,9,2093400
4,365,9,2111200
167,190,9,2114900
14,190,9,2060500
42,190,9,2078500
41,190,9,909177
11,190,9,1133333
10,190,9,2000000
10,190,9,2063600
7,190,1,2825000
47,1976,12,17000000
5,1976,12,17000000
73,190,12,17000000
8,190,12,17000000
43,190,12,17000000
41,190,12,17000000
147,190,12,17000000
23,190,12,17000000
18,190,12,17000000
13,190,12,17000000
5,190,12,17000000
21,190,12,17000000
14,1413,12,17000000
23,1413,12,17000000
63,190,12,17000000
34,190,12,17000000
43,190,12,17000000
41,190,12,17000000
36,190,12,17000000
20,190,12,17000000
40,190,12,17000000
5,190,12,17000000
1,190,12,17000000
225,190,12,17000000
16,1460,12,17000000
7,1460,12,17000000
272,190,12,17000000
186,190,12,17000000
18,190,12,17000000
57,190,12,17000000
22,190,12,17000000
7,190,12,17000000
8,190,12,17000000
7,190,12,17000000
4,190,12,17000000
7,190,12,17000000
11,1460,12,23000000
62,1460,12,23000000
71,190,12,23000000
18,190,12,23000000
27,190,12,23000000
53,190,12,23000000
43,190,12,23000000
21,190,12,23000000
16,190,12,23000000
9,190,12,23000000
1,190,12,23000000
8,190,12,23000000
3,1214,12,2206300
61,1214,12,2243800
286,190,12,2411300
18,190,12,2301200
27,190,12,2283400
48,190,12,2341400
43,190,12,2395400
4,190,12,2411400
6,190,12,2324600
6,190,12,2309400
16,190,12,2321800
1,190,12,2350700
14,1532,12,6500000
7,1532,12,6500000
68,190,12,6500000
8,190,12,6500000
8,190,12,6500000
33,190,12,6500000
36,190,12,6500000
7,190,12,6500000
6,190,12,6500000
10,190,12,6500000
3,190,12,6500000
10,190,12,6500000
25,2038,12,3394923600
83,2038,12,3165516300
19,190,12,3683792800
1,190,12,3603104700
12,190,12,3785096700
33,190,12,3889127200
21,190,12,3746955100
7,190,12,3628429700
7,190,12,3712093800
35,190,12,3542414600
3,190,12,3568521900
87,190,12,3545339900
7,190,2,2272200
7,190,2,1348326
11,190,2,2647100
11,190,2,1399780
11,190,2,2592400
11,190,2,1428906
238,1460,6,17000000
38,1460,6,17000000
16,190,6,17000000
13,190,6,17000000
25,190,6,17000000
48,190,6,13600000
238,731,5,16000000
22,731,5,16000000
44,190,5,16000000
2,190,5,16000000
21,190,5,16000000
238,1981,12,32894800
2,1981,12,30975500
47,190,12,29490600
8,190,12,17228200
1,190,12,28244500
48,190,12,23545200
259,190,12,25315800
15,190,12,25808800
5,190,12,23322000
31,190,12,23304200
16,190,12,22648800
48,190,12,26574200
18,1645,12,3500000
17,1645,12,3500000
84,190,12,3500000
8,190,12,3500000
35,190,12,3500000
48,190,12,3500000
98,190,12,3500000
14,190,12,3500000
17,190,12,3500000
36,190,12,3500000
19,190,12,3500000
112,190,12,3500000
43,1705,12,6508300
23,1705,12,5459500
149,190,12,5544600
8,190,12,4135500
36,190,12,3923200
48,190,12,4986400
94,190,12,4774000
14,190,12,6848100
9,190,12,5598700
14,190,12,5533400
33,190,12,6479700
97,190,12,7539500
6,190,1,1467742
22,1248,12,62772381
12,1248,12,54376348
19,190,12,50409998
10,190,12,63999098
35,190,12,45773732
48,190,12,52921598
199,190,12,56115831
21,190,12,121153996
14,190,12,158718600
8,190,12,75280700
25,190,12,63803000
84,190,12,57957200
15,1460,12,17000000
23,1460,12,17000000
15,190,12,17000000
1,190,12,17000000
31,190,12,17000000
48,190,12,17000000
105,190,12,17000000
19,190,12,17000000
9,190,12,17000000
19,190,12,17000000
42,190,12,17000000
78,190,12,17000000
25,190,2,45050100
23,190,2,45050100
157,1477,12,5629600
12,1477,12,5624900
41,190,12,5586100
7,190,12,5543300
25,190,12,5515800
48,190,12,5552700
109,190,12,5570300
1,190,12,5543600
21,190,12,5533800
58,190,12,5481900
7,190,12,5542500
191,190,12,5542100
30,190,3,282500
13,190,3,2825000
37,190,3,2850500
31,1457,12,26455000
5,1457,12,26598500
39,190,12,29903600
18,190,12,44158600
167,190,12,51327400
57,190,12,46380600
40,190,12,46200800
1,190,12,42639700
9,190,12,55198800
39,190,12,43400600
20,190,12,48904900
137,190,12,39486700
23,190,3,282500
22,190,3,2825000
26,190,3,2825400
141,190,3,282500
10,190,3,2825000
30,190,3,2853100
7,365,5,3500000
7,365,5,3500000
41,190,5,1919355
17,190,5,1580645
20,190,5,3500000
151,190,1,2825000
191,1322,12,17000000
15,1322,12,17000000
17,190,12,17000000
7,190,12,17000000
46,190,12,17000000
39,190,12,17000000
36,190,12,17000000
93,190,12,17000000
2,190,12,17000000
34,190,12,17000000
1,190,12,17000000
128,190,12,17000000
121,1563,12,8988600
24,1563,12,10304200
3,190,12,9002100
7,190,12,3028000
48,190,12,2541900
46,190,12,2574500
13,190,12,2750600
15,190,12,2599600
63,190,12,2067500
33,190,12,3277400
15,190,12,2000000
128,190,12,2030600
7,365,4,2507400
13,365,4,2707967
154,190,4,2016129
214,190,4,2500000
10,1497,12,3500000
6,1497,12,3500000
46,190,12,3500000
10,190,12,3500000
69,190,12,3500000
43,190,12,3500000
191,190,12,3500000
21,190,12,3500000
21,190,12,3500000
34,190,12,3500000
21,190,12,3500000
140,190,12,3500000
14,2103,12,109877300
3,2103,12,101053700
18,190,12,103277600
100,190,12,99614600
30,190,12,85107700
46,190,12,112158200
1,190,12,115511200
6,190,12,104952300
13,190,12,112640500
35,190,12,96793800
26,190,12,108492400
143,190,12,88658300
16,190,3,2296400
84,190,3,2285200
70,190,3,893032
14,1109,12,2427800
3,1109,12,2260700
181,190,12,2206400
19,190,12,2132800
258,190,12,2266800
55,190,12,2173100
166,190,12,2139300
14,190,12,2423800
7,190,12,2344700
30,190,12,2276100
3,190,12,2540300
154,190,12,2482800
11,1455,12,8374700
4,1455,12,6841400
119,190,12,6992400
7,190,12,6783600
80,190,12,6019100
41,190,12,6947800
20,190,12,6952300
14,190,12,6982900
14,190,12,6960800
85,190,12,7084300
18,190,12,6840200
14,190,12,6223700
339,1457,12,17000000
4,1457,12,17000000
22,190,12,17000000
16,190,12,17000000
12,190,12,17000000
39,190,12,19319600
9,190,12,17000000
13,190,12,17000000
43,190,12,17000000
53,190,12,17000000
18,190,12,17000000
5,190,12,17000000
102,1460,6,17000000
4,1460,6,17000000
30,190,6,17000000
8,190,6,17000000
109,190,6,17000000
41,190,6,13600000
103,1269,13,2000200
4,1269,13,2000900
22,190,13,2000500
6,190,13,2000000
17,190,13,2000000
41,190,13,2000000
44,190,13,2000000
22,190,13,2000000
4,190,13,2000000
165,190,13,2000000
141,190,13,2000000
10,190,13,2000000
13,190,13,2000000
75,2038,12,17000000
64,2038,12,17000000
30,190,12,17000000
20,190,12,17000000
26,190,12,17000000
41,190,12,17000000
55,190,12,17000000
18,190,12,17000000
5,190,12,17000000
48,190,12,17000000
7,190,12,17000000
17,190,12,17000000
84,2010,12,95965600
83,2010,12,91193400
98,190,12,89264700
177,190,12,99929000
45,190,12,111309500
39,190,12,112806200
68,190,12,101710800
29,190,12,96820300
38,190,12,96585700
42,190,12,98012600
38,190,12,117849500
23,190,12,131193500
